causas,lon,lat,raca,genero,idade,data,endereco
Shooting,-76.654267,39.309806,Black,Male,48,2010-01-16,2300 W. North Ave
Shooting,-76.56697,39.330646,Black,Male,20,2010-01-10,3900 Eierman Ave
Shooting,-76.580521,39.301475,Black,Male,38,2010-01-10,900 N. Glover St.
Blunt Force,-76.583023,39.306144,Black,Male,41,2010-01-07,1300 N. Milton Ave
Shooting,-76.660037,39.288817,Black,Male,21,2010-01-06,100 N. Franklintown Rd
Shooting,-76.655603,39.320578,Black,Male,33,2010-01-03,2312 Ocala Ave
Shooting,-76.6658,39.35,Black,Male,31,2011-12-28,2800 W Garrison Ave
Shooting,-76.6303656,39.2497292,Black,Male,30,2011-12-24,2700 Giles Rd
Blunt Force,-76.6050081,39.3298976,Black,Female,67,2011-12-22,800 E 34 St
Shooting,-76.6561347,39.2848378,Black,Male,40,2011-12-21,2500 W Pratt St
Shooting,-76.668988100000007,39.3025989,Black,Male,29,2011-12-19,1500 Rosedale St
Shooting,-76.6516719,39.2904384,Black,Male,27,2011-12-18,200 N Smallwood St
Shooting,-76.5640965,39.3292509,Black,Male,32,2011-12-17,4200 Nicholas Ave
Shooting,-76.678629,39.312457,Black,Male,23,2011-12-16,2200 Elsinore Ave
Stabbing,-76.6577865,39.3313549,Black,Male,58,2011-12-10,2500 Violet Ave
Shooting,-76.614864,39.323517,Black,Male,22,2011-12-08,2900 N. Calvert St
Stabbing,-76.57214,39.292724,Hispanic,Male,27,2011-12-06,1 N. East Ave
Shooting,-76.6164079,39.310906,Black,Male,35,2011-12-06,1 E. North Ave
Shooting,-76.652699,39.281269,Black,Male,29,2011-11-29,500 S Bentalou St
Shooting,-76.632295,39.294626,Black,Male,25,2011-11-22,900 W Franklin St
Shooting,-76.6374869,39.2968339,Black,Male,25,2011-11-15,700 N Carrollton Ave
Shooting,-76.656086,39.307679,Black,Male,32,2011-11-14,1700 Moreland St
Shooting,-76.599329,39.315444,Black,Male,18,2011-11-12,2200 Aiken St
Shooting,-76.6278198,39.2979889,Black,Male,20,2011-11-12,1000 Pennsylvania Ave
Shooting,-76.5755812,39.3268874,Black,Female,26,2011-11-11,2600 kentucky ave
Shooting,-76.593043,39.34267,Hispanic,Male,25,2011-11-09,4300 Loch Raven Boulevard
Asphyxiation,-76.6747504,39.3483869,Black,Female,67,2011-11-08,3200 Spaulding Ave
Shooting,-76.5555399,39.336263,Black,Male,21,2011-11-05,4100 Parkwood Ave
Shooting,-76.6096457,39.3235553,Black,Male,52,2011-10-31,2900 Greenmount Ave
Shooting,-76.6100447,39.3544192,White,Male,38,2011-10-31,5300 York Road
Stabbing,-76.6293522,39.295803,Black,Male,53,2011-10-28,600 George St
Shooting,-76.661288,39.3031999,Black,Male,18,2011-10-27,1300 Braddish Ave
Blunt Force,-76.60347,39.3400139,Black,Female,43,2011-10-25,900 E. 41st St
Shooting,-76.633269,39.310996,Black,Male,38,2011-10-24,2000 Linden Ave
Shooting,-76.6456133,39.3139087,Black,Male,18,2011-10-21,2800 S. Woodbrook AVe
Shooting,-76.600268,39.3094166,Black,Male,23,2011-10-17,1700 Harford Ave
Shooting,-76.599329,39.315444,Black,Male,20,2011-10-16,2200 Aiken St
Shooting,-76.5947489,39.324748,Black,Male,23,2011-10-14,1500 E. 29th St
Blunt Force,-76.6630204,39.2927646,Black,Male,52,2011-10-13,2800 W. Mulberry St
Shooting,-76.584341,39.311256,Black,Male,24,2011-10-11,2400 E. Lafayette St
Shooting,-76.6315143,39.3128493,Black,Male,36,2011-10-11,2200 Callow Ave
Shooting,-76.639735,39.28514,Black,Male,17,2011-10-10,1400 Kuper Place
Shooting,-76.5785696,39.2954351,Black,Male,20,2011-10-10,300 N. Belnord Ave
Shooting,-76.6014658,39.2291941,Black,Male,20,2011-10-03,900 Herndon Ct
Shooting,-76.6314726,39.3044019,Black,Male,32,2011-10-03,500 McMechen St
Shooting,-76.589168,39.32662,Black,Male,32,2011-09-28,1900 E. 31st St
Shooting,-76.5981683,39.293048,Black,Male,26,2011-09-28,1400 E Fayette St
Shooting,-76.675594,39.311603,Black,Male,45,2011-09-28,2200 Garrison Blvd
Shooting,-76.693183,39.351667,Black,Male,38,2011-09-27,4000 Primrose Ave
Shooting,-76.681152,39.339692,Black,Male,30,2011-09-25,3900 Dolfield Ave
Shooting,-76.681152,39.339692,Black,Male,28,2011-09-25,3900 Dolfield Ave
Shooting,-76.6050081,39.3298976,Black,Male,30,2011-09-21,800 E 34th St
Shooting,-76.572301,39.296275,Black,Male,20,2011-09-20,400 N East Ave
Shooting,-76.6735279,39.3341469,Black,Male,29,2011-09-20,3500 Dolfield Ave
Stabbing,-76.6322387,39.2899964,Black,Male,22,2011-09-19,100 N Poppleton Ave
Shooting,-76.6011286,39.2351184,Black,Male,25,2011-09-17,700 E Pontiac Ave
Asphyxiation,-76.6252493,39.2412331,Hispanic,Male,42,2011-09-16,700 W Patapsco Ave
Shooting,-76.646968,39.286328,Black,Male,16,2011-09-14,1900 W. Lombard St
Shooting,-76.576868,39.3160066,Black,Male,24,2011-09-13,3300 Elmora Ave
Shooting,-76.6076778,39.3405534,Black,Male,21,2011-09-08,4200 Old York Road
Stabbing,-76.661872,39.30063,Black,Male,1,2011-09-07,2700 Riggs Ave
Shooting,-76.5877493,39.2965285,Black,Male,31,2011-09-04,500 N Chester St
Blunt Force,-76.6170663,39.2786463,Black,Female,51,2011-09-01,900 Leadenhall St
Blunt Force,-76.591378,39.357245,Black,Male,1,2011-09-01,5600 Woodmont Ave
Shooting,-76.627483,39.2459553,Black,Male,23,2011-08-28,2800 Round Rd
Blunt Force,-76.5940902,39.3209825,Black,Female,4,2011-08-27,1700 Gorsuch Ave
Shooting,-76.605286,39.304347,Black,Male,26,2011-08-25,1200 Valley St
Shooting,-76.679434,39.325724,Black,Male,24,2011-08-23,3700 W. Forest Park Ave
Shooting,-76.552929,39.3223141,Asian,Female,20,2011-08-23,5200 Bowleys Lane
Shooting,-76.582884,39.304013,Black,Male,25,2011-08-22,1100 N. Milton Ave
Shooting,-76.6795178,39.2900795,Black,Male,25,2011-08-22,200 Mt Holly St
Stabbing,-76.5577272,39.3568379,Black,Male,35,2011-08-22,6000 Harford Rd
Shooting,-76.6742271,39.311044,Black,Male,33,2011-08-14,3400 Clifton Ave
Shooting,-76.663261,39.342655,Black,Male,23,2011-08-14,2900 Edgecombe Circle S
Stabbing,-76.5524329,39.32669,Black,Female,91,2011-08-03,4700 Moravia Road
Shooting,-76.5960769,39.314929,Black,Male,24,2011-08-01,1600 Darley Ave
Shooting,-76.710532,39.297631,White,Male,15,2011-08-01,1100 Wedgewood Rd
Shooting,-76.710532,39.297631,Black,Male,15,2011-07-31,1100 Wedgewood Rd
Shooting,-76.551221,39.318798,Black,Male,31,2011-07-30,4800 Bowland Ave
Shooting,-76.5938324,39.304368,Black,Male,29,2011-07-29,1200 N. Gay St
Shooting,-76.563515,39.319482,Black,Male,47,2011-07-27,3600 Chesterfield Ave
Shooting,-76.579101,39.301423,Black,Male,21,2011-07-26,900 N. Belnord Ave
Shooting,-76.562315,39.328046,Black,Male,27,2011-07-26,4300 Nicholas Ave
Shooting,-76.562315,39.328046,Black,Male,58,2011-07-26,4300 Nicholas Ave
Shooting,-76.562315,39.328046,Black,Female,37,2011-07-26,4300 Nicholas Ave
Other,-76.6084686,39.3167201,Black,Male,25,2011-07-25,600 Cokesbury Ave
Stabbing,-76.6429087,39.2977372,Black,Male,22,2011-07-20,800 N Gilmor St
Shooting,-76.654365,39.309981,Unknown,Male,25,2011-07-19,1900 Bentalou St
Shooting,-76.633929,39.281169,Black,Male,21,2011-07-17,1200 Ward St
Shooting,-76.5962668,39.2993847,Black,Male,30,2011-07-16,800 N Bond St
Shooting,-76.659267,39.2882395,Black,Male,29,2011-07-15,1 N Franklintown Rd
Shooting,-76.651506,39.3087779,Black,Male,30,2011-07-14,1800 N. Pulaski St
Shooting,-76.6076159,39.313992,Black,Male,24,2011-07-14,2100 Homewood Ave
Blunt Force,-76.5785462,39.2950596,Black,Female,43,2011-07-10,200 N Belnord Ave
Shooting,-76.5971919,39.2989368,Black,Male,22,2011-07-10,1500 Lester Morton Ct
Stabbing,-76.5940902,39.3209825,Black,Male,46,2011-07-10,1700 Gorsuch Ave
Stabbing,-76.6152278,39.2906633,Black,Male,25,2011-07-09,100 N. Charles St
Shooting,-76.678935,39.295361,Black,Male,29,2011-07-05,3700 Harlem Ave
Stabbing,-76.6039332,39.2851405,White,Male,26,2011-07-04,700 Eastern Ave
Shooting,-76.636415,39.281183,Black,Male,21,2011-07-02,1100 S. Carey St
Shooting,-76.5937115,39.3496007,Black,Male,20,2011-07-01,1400 Stonewood Rd
Shooting,-76.6503793,39.2685062,Black,Male,16,2011-06-29,1900 Breitwert Ave
Shooting,-76.6305442,39.3036101,Black,Male,24,2011-06-28,500 Mosher St
Shooting,-76.568152,39.314997,Asian,Male,55,2011-06-28,3900 Erdman Ave
Stabbing,-76.5711436,39.291881,Black,Female,22,2011-06-27,3200 Leverton Ave
Shooting,-76.5696731,39.3566519,Black,Male,23,2011-06-22,5500 Grindon Ave
Shooting,-76.663261,39.342655,Black,Male,52,2011-06-20,2900 Edgecombe Cir S
Shooting,-76.5757199,39.3154566,Black,Male,51,2011-06-20,3400 Ravenwood Ave
Shooting,-76.661449,39.2956111,Black,Male,39,2011-06-17,700 Ashburton St
Shooting,-76.67432,39.292877,Black,Male,55,2011-06-16,500 Denison St
Shooting,-76.6075437,39.3381109,Black,Male,26,2011-06-14,600 Dumbarton Ave
Shooting,-76.609774,39.316378,Black,Male,40,2011-06-14,2400 Greenmount Ave
Shooting,-76.666254,39.308344,Black,Male,23,2011-06-12,2900 Westwood Ave
Shooting,-76.661632,39.338808,Black,Male,29,2011-06-12,2600 Park Heights Terrace
Shooting,-76.6411509,39.288648,Black,Male,25,2011-06-11,1500 W. Baltimore St
Shooting,-76.672358,39.349928,Black,Male,26,2011-06-10,3000 Spaulding Ave
Shooting,-76.5714082,39.367069,Black,Male,25,2011-06-03,2200 Fleetwood Ave
Stabbing,-76.537003,39.334669,Black,Male,25,2011-06-01,5800 Moores Run Ct
Shooting,-76.6072617,39.3013765,Black,Male,35,2011-05-31,700 E. Eager St
Shooting,-76.569259,39.292696,Black,Male,34,2011-05-31,3400 E. Baltimore St
Shooting,-76.682942,39.313455,White,Female,40,2011-05-29,3900 Windsor Mill Road
Shooting,-76.693157,39.330947,Black,Male,28,2011-05-28,4500 Liberty Heights Ave
Shooting,-76.5936454,39.3153265,Black,Male,12,2011-05-26,1700 Cliftview Ave
Stabbing,-76.6329303,39.2809595,Black,Male,57,2011-05-26,1200 W. Ostend St
Shooting,-76.595711,39.3022581,Black,Male,27,2011-05-26,1600 Ward Ct
Shooting,-76.648177,39.305509,Black,Male,33,2011-05-25,1500 N Monroe St
Stabbing,-76.6685576,39.2943637,Black,Male,17,2011-05-22,3100 Edmondson Ave
Stabbing,-76.646572,39.306759,Black,Male,50,2011-05-21,1600 N Fulton Ave
Shooting,-76.598713,39.230032,Black,Male,19,2011-05-19,4100 10th St
Shooting,-76.6747508,39.3483873,Black,Male,29,2011-05-19,3200 Spaulding Ave
Shooting,-76.597354,39.345067,Black,Male,22,2011-05-14,4500 Marble Hall Rd
Shooting,-76.621426,39.290573,Black,Male,31,2011-05-11,100 N Eutaw St
Stabbing,-76.59841,39.347429,Black,Male,27,2011-05-03,1200 Linworth Ave
Stabbing,-76.5938302,39.2903983,Hispanic,Male,22,2011-04-29,1700 E. Lombard St
Shooting,-76.587767,39.312813,Black,Male,23,2011-04-28,1900 N. Collington Ave
Shooting,-76.587767,39.312813,Black,Male,26,2011-04-28,1900 N. Collington Ave
Asphyxiation,-76.646702,39.288627,Black,Male,49,2011-04-27,1 N. Monroe St
Shooting,-76.604277,39.236506,Black,Male,23,2011-04-26,3600 5th St
Shooting,-76.654347,39.308676,Black,Male,43,2011-04-25,1800 N. Bentalou St
Shooting,-76.6863245,39.2992264,Black,Male,29,2011-04-24,4200 Rokeby Rd
Shooting,-76.6863245,39.2992264,Black,Male,25,2011-04-24,4200 Rokeby Rd
Shooting,-76.693828,39.28446,Black,Male,25,2011-04-24,4700 Sayer Ave
Stabbing,-76.638749,39.294342,Black,Male,22,2011-04-23,500 N Carey St
Shooting,-76.6400599,39.2968205,Black,Male,20,2011-04-23,700 N Calhoun St
Shooting,-76.594551,39.320506,Black,Male,46,2011-04-22,1700 Homestead St
Shooting,-76.618129,39.2906959,Black,Male,50,2011-04-22,200 W. Fayette St
Shooting,-76.6150385,39.2840544,Black,Male,47,2011-04-21,1 W Conway St
Shooting,-76.607687,39.317345,Black,Male,19,2011-04-20,600 Barlett Ave
Asphyxiation,-76.7060147,39.3533437,Black,Female,16,2011-04-20,6500 Eberle Dr
Shooting,-76.6340991,39.2943882,Black,Male,31,2011-04-19,500 N Schroeder St
Shooting,-76.5742268,39.2946678,Hispanic,Male,26,2011-04-16,500 N. Decker Ave
Shooting,-76.690868,39.318136,Black,Female,24,2011-04-13,4500 Westchester Rd
Shooting,-76.593577,39.308174,Black,Male,19,2011-04-12,1700 Crystal Ave
Stabbing,-76.610896,39.236581,Hispanic,Male,43,2011-04-11,3800 S. Hanover St
Shooting,-76.618311,39.293126,Black,Male,25,2011-04-09,200 W. Saratoga St
Stabbing,-76.549378,39.31993,Black,Male,31,2011-04-09,4900 Bowland Ave
Shooting,-76.6269867,39.3118409,Black,Female,32,2011-04-06,600 Lennox st
Shooting,-76.675045,39.321181,Black,Male,24,2011-04-05,3400 Powhatan Ave
Shooting,-76.6630204,39.2927646,Black,Male,20,2011-04-05,2800 Mulberry St
Stabbing,-76.6111746,39.2924758,Black,Male,24,2011-04-02,300 Guilford St
Shooting,-76.6389817,39.3025032,Black,Male,25,2011-03-31,1300 Winchester St
Shooting,-76.54262,39.316241,Black,Male,31,2011-03-31,6000 Moravia Park Dr
Shooting,-76.627008,39.2835279,Black,Male,31,2011-03-30,700 Washington Blvd
Stabbing,-76.6215486,39.3188969,Black,Female,18,2011-03-29,2600 Huntingdon Ave
Shooting,-76.5407835,39.3239012,Black,Male,31,2011-03-29,5400 Sinclair Lane
Shooting,-76.634345,39.295795,Black,Male,27,2011-03-29,1000 Edmondson Ave
Shooting,-76.578151,39.317183,Black,Male,17,2011-03-27,3200 Elmley Ave
Stabbing,-76.611317,39.313557,Black,Male,46,2011-03-25,2100 Barclay St
Stabbing,-76.609323,39.3117189,Black,Male,48,2011-03-23,500 E. North Ave
Stabbing,-76.6917622,39.2935464,Black,Male,24,2011-03-20,4500 Edmondson Ave
Shooting,-76.6272879,39.3075459,Black,Male,21,2011-03-19,300 McMechen St
Blunt Force,-76.6329303,39.2809595,Black,Male,44,2011-03-18,1200 W. Ostend St
Shooting,-76.64566,39.3124449,Black,Male,29,2011-03-17,2700 Pennsylvania Ave
Shooting,-76.602304,39.325791,Black,Female,19,2011-03-12,1100 Gorsuch Ave
Stabbing,-76.6804699,39.3436923,Black,Male,17,2011-03-06,5000 Nelson Ave
Shooting,-76.672783,39.288762,Black,Male,23,2011-03-05,200 N. Hilton St
Other,-76.645344,39.259302,White,Male,57,2011-03-05,2700 Hollins Ferry Road
Stabbing,-76.709874,39.298149,Black,Male,22,2011-03-05,1100 Cooks Lane
Shooting,-76.6094599,39.3114589,Black,Male,47,2011-03-03,1901 Greenmount Ave
Stabbing,-76.664322,39.311646,Black,Male,62,2011-02-27,2800 Clifton Ave
Shooting,-76.595553,39.315375,Black,Male,23,2011-02-20,1600 Cliftview Ave
Asphyxiation,-76.671714,39.343688,Black,Male,25,2011-02-19,3300 Virginia Ave
Stabbing,-76.6095073,39.3114971,Black,Male,45,2011-02-17,1900 Greenmount Ave
Shooting,-76.593389,39.326329,Black,Male,22,2011-02-16,1600 E 31st St
Stabbing,-76.630416,39.281453,Black,Male,53,2011-02-15,1100 W. Cross St
Shooting,-76.6627812,39.3346498,Black,Male,19,2011-02-11,4000 Park Heights
Shooting,-76.543878,39.359276,Black,Male,21,2011-02-08,6600 Alta Ave
Shooting,-76.593674,39.3215418,Black,Male,19,2011-02-07,2700 Polk St
Shooting,-76.686445,39.297808,Black,Male,36,2011-02-02,900 N. Woodington Rd
Shooting,-76.548449,39.318447,Black,Male,51,2011-01-30,5700 Eastbury Ave
Shooting,-76.6292718,39.2860161,Black,Male,30,2011-01-29,800 W Pratt St
Shooting,-76.6448828,39.2821157,Black,Male,31,2011-01-24,500 S. Fulton Ave
Shooting,-76.598414,39.298739,Black,Male,35,2011-01-23,1400 E Monument St
Shooting,-76.6193459,39.250013,Black,Male,29,2011-01-22,400 Swale Ave
Shooting,-76.6274055,39.2450135,Black,Male,21,2011-01-20,2900 Denham Circle
Shooting,-76.637398,39.295597,Black,Male,45,2011-01-10,600 N Carrollton Ave
Shooting,-76.586312,39.32537,Black,Male,26,2011-01-10,3000 Harford Rd
Shooting,-76.6501119,39.317492,Black,Male,26,2011-01-09,1700 Gwynns Falls Pkway
Shooting,-76.6493239,39.31716,Black,Male,22,2011-01-09,1701 Gwynns Falls Pkway
Shooting,-76.613394,39.328552,Black,Male,34,2011-01-09,300 E. 33rd St
Shooting,-76.5751743,39.3256969,Black,Male,34,2011-01-05,3500 Woodstock Ave
Shooting,-76.57164,39.358669,Black,Male,38,2011-01-02,5600 Plymouth Rd
Shooting,-76.579593,39.296934,Black,Male,16,2011-01-01,500 N. Lakewood Ave
Stabbing,-76.58992,39.226191,Black,Male,21,2011-01-01,1500 Hazel St
Shooting,-76.582884,39.304013,Unknown,Male,NA,2012-05-14,1100 N. Milton Ave
Shooting,-76.593715,39.327041,Black,Male,19,2012-05-13,1600 E. 32nd St
Shooting,-76.5968489,39.2874941,Black,Male,22,2012-05-13,1500 Gough St
Shooting,-76.6213897,39.2950056,Black,Male,33,2012-05-13,400 W Franklin St
Stabbing,-76.6645979,39.3373581,Black,Male,34,2012-05-13,3600 Park Heights Terrace
Blunt Force,-76.612506,39.321647,Black,Male,46,2012-05-09,300 Whitridge Ave
Shooting,-76.604125,39.31297,Black,Male,28,2012-05-08,1100 E. 20th St
Shooting,-76.6744964,39.3163326,Black,Male,28,2012-05-08,3400 Piedmont Ave
Shooting,-76.6214615,39.2958768,Black,Male,19,2012-05-08,600 N Eutaw St
Shooting,-76.670547,39.348011,Black,Male,21,2012-05-06,3000 Oakley Ave
Shooting,-76.68442,39.316639,Black,Male,18,2012-05-05,4100 Alto Rd
Asphyxiation,-76.6250103,39.3011996,Black,Female,44,2012-05-03,400 Cummings Ct
Shooting,-76.5757199,39.3154566,Black,Male,51,2012-04-28,3400 Ravenwood Ave
Stabbing,-76.621478,39.2929004,Black,Male,23,2012-04-27,400 W. Saratoga St
Shooting,-76.656799,39.296405,Black,Male,45,2012-04-25,2500 harlem ave
Shooting,-76.686855,39.3237299,Black,Male,59,2012-04-24,4100 Norfolk Ave
Blunt Force,-76.5547964,39.3445312,Asian,Female,37,2012-04-23,5400 Hillburn Ave
Shooting,-76.6658143,39.338763,Black,Male,19,2012-04-23,2700 Boarman Ave
Shooting,-76.6411803,39.3102128,Black,Male,43,2012-04-23,1500 W. North Ave
Shooting,-76.5747628,39.3207387,Black,Male,33,2012-04-18,3200 Belair Rd
Shooting,-76.599264,39.309744,Black,Male,29,2012-04-17,1700 N Spring St
Shooting,-76.695895,39.3316108,Unknown,Male,34,2012-04-16,4700 Liberty Heights Ave
Shooting,-76.6022633,39.3050817,Black,Male,27,2012-04-16,1300 Aisquith St
Shooting,-76.635323,39.306438,Black,Male,34,2012-04-14,1900 Etting St
Shooting,-76.6496685,39.2968461,Black,Male,31,2012-04-14,2000 Rayner Ave
Shooting,-76.6255374,39.301522,Black,Male,23,2012-04-13,400 Watty Court
Shooting,-76.600861,39.2319,Black,Male,36,2012-04-09,800 Jack St
Shooting,-76.6033269,39.306402,Black,Male,22,2012-04-08,1400 Holbrook St
Shooting,-76.5996289,39.320962,Black,Male,33,2012-04-08,2600 Kirk Ave
Shooting,-76.6435033,39.3080023,Black,Male,37,2012-04-07,1700 N Calhoun St
Shooting,-76.595801,39.361427,Black,Male,19,2012-04-02,1100 E Belvedere Ave
Shooting,-76.6032911,39.3406582,Black,Male,30,2012-04-02,900 Belgian Ave
Shooting,-76.6049371,39.3138796,Black,Male,29,2012-04-01,1000 E. 22nd St
Shooting,-76.6049238,39.3002843,Black,Male,59,2012-03-30,900 Valley st
Shooting,-76.572227,39.3614528,Black,Male,19,2012-03-27,6200 Pioneer Dr
Shooting,-76.550673,39.340789,Black,Male,26,2012-03-25,4100 Idaho Ave
Blunt Force,-76.667548,39.3060649,Black,Male,1,2012-03-25,3000 Baker St
Shooting,-76.629745,39.290204,Black,Male,18,2012-03-24,800 W Fayette St
Shooting,-76.609646,39.3136087,Black,Male,20,2012-03-23,500 E. 21st St
Shooting,-76.6424745,39.3108364,Black,Male,24,2012-03-21,1600 Traction St
Shooting,-76.66249,39.308235,Black,Male,23,2012-03-20,1800 Ashburton
Shooting,-76.538956,39.291258,Black,Male,37,2012-03-19,6400 E Pratt St
Shooting,-76.679188,39.347301,Black,Male,25,2012-03-16,3500 W Belvedere Ave
Shooting,-76.584986,39.3037909,Black,Male,54,2012-03-16,2300 E Chase St
Shooting,-76.583343,39.30125,Black,Male,47,2012-03-13,900 N Port St
Shooting,-76.6036877,39.3061644,Black,Male,38,2012-03-10,1000 E Hoffman St
Shooting,-76.6528639,39.3099429,Black,Male,21,2012-03-07,2200 W. North Ave
Shooting,-76.6754447,39.29188,Black,Male,19,2012-03-06,3500 W. Mulberry St
Shooting,-76.6766478,39.2919655,Black,Male,17,2012-03-05,3510 W. Mulberry St
Shooting,-76.6244864,39.3007809,Black,Male,21,2012-03-04,400 Oxford Ct
Shooting,-76.595555,39.315372000000004,Black,Female,13,2012-03-04,1600 Cliftview Ave
Shooting,-76.597349,39.345067,Black,Male,42,2012-03-04,4500 Marble Hall Rd
Shooting,-76.6944716,39.3110749,Black,Male,21,2012-02-29,4700 Windsor Mill
Blunt Force,-76.6789215,39.3263948,Black,Female,5,2012-02-28,3400 Callaway Ave
Stabbing,-76.5779737,39.295919,Black,Male,32,2012-02-26,400 N Kenwood Ave
Shooting,-76.6462792,39.3134451,Black,Male,46,2012-02-23,2200 N. Fulton Ave
Stabbing,-76.638183,39.286769,Black,Male,47,2012-02-19,1300 W Lombard St
Shooting,-76.6095613,39.3224704,Black,Male,22,2012-02-13,2800 Greenmount Ave
Shooting,-76.531248,39.327575,Black,Male,27,2012-02-12,5900 Laclede Rd
Shooting,-76.6877,39.318585,Black,Male,62,2012-02-09,2900 Haverford Rd
Shooting,-76.6037767,39.304901,Black,Male,28,2012-02-06,931 E. Preston St
Shooting,-76.5873266,39.359445,Black,Male,31,2012-02-01,5700 Nasco Place
Shooting,-76.559343,39.324669,Black,Male,26,2012-02-01,4300 Greenhill Ave
Shooting,-76.682357,39.283369,Black,Male,19,2012-01-29,200 S. Loudon Ave
Shooting,-76.6672581,39.3393789,Black,Male,24,2012-01-27,2700 Coldspring Lane
Shooting,-76.6425351,39.2884694,Black,Male,32,2012-01-20,1600 W. Baltimore St
Asphyxiation,-76.65826,39.330073,Black,Female,68,2012-01-20,3600 Cottage Ave
Shooting,-76.688898,39.27529,Black,Male,18,2012-01-19,4300 Cedargarden Rd
Shooting,-76.675731,39.292825,Black,Male,30,2012-01-12,500 N Edgewood St
Shooting,-76.5989041,39.2282872,Black,Male,35,2012-01-08,1000 Renick Ct
Shooting,-76.5836661,39.3010081,Black,Male,27,2012-01-06,2400 Ashland Ave
Stabbing,-76.5812289,39.3048253,Black,Female,84,2012-01-05,2600 E. Biddle St
Shooting,-76.6691278,39.3320094,Black,Male,62,2012-01-03,4000 Edgewood Rd
Blunt Force,-76.6594889,39.279043,Black,Male,65,2012-01-03,500 Brunswich
